name,subGroup,value,year,tcolour
Balfour,41 months in office,7,111,#00539f
Macmillan,82 months in office,7,111,#00539f
Asquith,105 months in office,8,111,#ffb703
Lloyd George,71 months in office,9,111,#ffb703
Wilson,94 months in office,11,111,#ee3224
Brown,35 months in office,13,111,#ee3224
Cameron,75 months in office,14,111,#00539f
Macdonald,82 months in office,16,111,#ee3224
Thatcher,139 months in office,18,111,#00539f
Major,78 months in office,22,111,#00539f
Blair,122 months in office,25,111,#ee3224
May,34 months in office,30,111,#00539f
Eden,22 months in office,2,112,#00539f
Baldwin,87 months in office,4,112,#00539f
Callaghan,37 months in office,4,112,#ee3224
Churchill,104 months in office,4,112,#00539f
Chamberlain,36 months in office,5,112,#00539f
Heath,45 months in office,5,112,#00539f
Attlee,76 months in office,7,112,#ee3224
Balfour,41 months in office,7,112,#00539f
Macmillan,82 months in office,7,112,#00539f
Asquith,105 months in office,8,112,#ffb703
Lloyd George,71 months in office,9,112,#ffb703
Wilson,94 months in office,11,112,#ee3224
Brown,35 months in office,13,112,#ee3224
Cameron,75 months in office,14,112,#00539f
Macdonald,82 months in office,16,112,#ee3224
Thatcher,139 months in office,18,112,#00539f
Major,78 months in office,22,112,#00539f
Blair,122 months in office,25,112,#ee3224
May,34 months in office,30,112,#00539f
Eden,22 months in office,2,113,#00539f
Baldwin,87 months in office,4,113,#00539f
Callaghan,37 months in office,4,113,#ee3224
Churchill,104 months in office,4,113,#00539f
Chamberlain,36 months in office,5,113,#00539f
Heath,45 months in office,5,113,#00539f
Attlee,76 months in office,7,113,#ee3224
Balfour,41 months in office,7,113,#00539f
Macmillan,82 months in office,7,113,#00539f
Asquith,105 months in office,8,113,#ffb703
Lloyd George,71 months in office,9,113,#ffb703
Wilson,94 months in office,11,113,#ee3224
Brown,35 months in office,13,113,#ee3224
Cameron,75 months in office,14,113,#00539f
Macdonald,82 months in office,16,113,#ee3224
Thatcher,139 months in office,18,113,#00539f
Major,78 months in office,22,113,#00539f
Blair,122 months in office,26,113,#ee3224
May,34 months in office,30,113,#00539f
Eden,22 months in office,2,114,#00539f
Baldwin,87 months in office,4,114,#00539f
Callaghan,37 months in office,4,114,#ee3224
Churchill,104 months in office,4,114,#00539f
Chamberlain,36 months in office,5,114,#00539f
Heath,45 months in office,5,114,#00539f
Attlee,76 months in office,7,114,#ee3224
Balfour,41 months in office,7,114,#00539f
Macmillan,82 months in office,7,114,#00539f
Asquith,105 months in office,8,114,#ffb703
Lloyd George,71 months in office,9,114,#ffb703
Wilson,94 months in office,11,114,#ee3224
Brown,35 months in office,13,114,#ee3224
Cameron,75 months in office,14,114,#00539f
Macdonald,82 months in office,16,114,#ee3224
Thatcher,139 months in office,18,114,#00539f
Major,78 months in office,22,114,#00539f
Blair,122 months in office,26,114,#ee3224
May,34 months in office,30,114,#00539f
Eden,22 months in office,2,115,#00539f
Baldwin,87 months in office,4,115,#00539f
Callaghan,37 months in office,4,115,#ee3224
Churchill,104 months in office,4,115,#00539f
Chamberlain,36 months in office,5,115,#00539f
Heath,45 months in office,5,115,#00539f
Attlee,76 months in office,7,115,#ee3224
Balfour,41 months in office,7,115,#00539f
Macmillan,82 months in office,7,115,#00539f
Asquith,105 months in office,8,115,#ffb703
Lloyd George,71 months in office,9,115,#ffb703
Wilson,94 months in office,11,115,#ee3224
Brown,35 months in office,13,115,#ee3224
Cameron,75 months in office,14,115,#00539f
Macdonald,82 months in office,16,115,#ee3224
Thatcher,139 months in office,18,115,#00539f
Major,78 months in office,22,115,#00539f
Blair,122 months in office,27,115,#ee3224
May,34 months in office,30,115,#00539f
Eden,22 months in office,2,116,#00539f
Baldwin,87 months in office,4,116,#00539f
Callaghan,37 months in office,4,116,#ee3224
Churchill,104 months in office,4,116,#00539f
Chamberlain,36 months in office,5,116,#00539f
Heath,45 months in office,5,116,#00539f
Attlee,76 months in office,7,116,#ee3224
Balfour,41 months in office,7,116,#00539f
Macmillan,82 months in office,7,116,#00539f
Asquith,105 months in office,8,116,#ffb703
Lloyd George,71 months in office,9,116,#ffb703
Wilson,94 months in office,11,116,#ee3224
Brown,35 months in office,13,116,#ee3224
Cameron,75 months in office,14,116,#00539f
Macdonald,82 months in office,16,116,#ee3224
Thatcher,139 months in office,19,116,#00539f
Major,78 months in office,22,116,#00539f
Blair,122 months in office,27,116,#ee3224
May,34 months in office,30,116,#00539f
Eden,22 months in office,2,117,#00539f
Baldwin,87 months in office,4,117,#00539f
Callaghan,37 months in office,4,117,#ee3224
Churchill,104 months in office,4,117,#00539f
Chamberlain,36 months in office,5,117,#00539f
Heath,45 months in office,5,117,#00539f
Attlee,76 months in office,7,117,#ee3224
Balfour,41 months in office,7,117,#00539f
Macmillan,82 months in office,7,117,#00539f
Asquith,105 months in office,8,117,#ffb703
Lloyd George,71 months in office,9,117,#ffb703
Wilson,94 months in office,11,117,#ee3224
Brown,35 months in office,13,117,#ee3224
Cameron,75 months in office,14,117,#00539f
Macdonald,82 months in office,16,117,#ee3224
Thatcher,139 months in office,19,117,#00539f
Major,78 months in office,22,117,#00539f
Blair,122 months in office,28,117,#ee3224
May,34 months in office,30,117,#00539f
Eden,22 months in office,2,118,#00539f
Baldwin,87 months in office,4,118,#00539f
Callaghan,37 months in office,4,118,#ee3224
Churchill,104 months in office,4,118,#00539f
Chamberlain,36 months in office,5,118,#00539f
Heath,45 months in office,5,118,#00539f
Attlee,76 months in office,7,118,#ee3224
Balfour,41 months in office,7,118,#00539f
Macmillan,82 months in office,7,118,#00539f
Asquith,105 months in office,8,118,#ffb703
Lloyd George,71 months in office,9,118,#ffb703
Wilson,94 months in office,11,118,#ee3224
Brown,35 months in office,13,118,#ee3224
Cameron,75 months in office,14,118,#00539f
Macdonald,82 months in office,16,118,#ee3224
Thatcher,139 months in office,19,118,#00539f
Major,78 months in office,22,118,#00539f
Blair,122 months in office,28,118,#ee3224
May,34 months in office,30,118,#00539f
Eden,22 months in office,2,119,#00539f
Baldwin,87 months in office,4,119,#00539f
Callaghan,37 months in office,4,119,#ee3224
Churchill,104 months in office,4,119,#00539f
Chamberlain,36 months in office,5,119,#00539f
Heath,45 months in office,5,119,#00539f
Attlee,76 months in office,7,119,#ee3224
Balfour,41 months in office,7,119,#00539f
Macmillan,82 months in office,7,119,#00539f
Asquith,105 months in office,8,119,#ffb703
Lloyd George,71 months in office,9,119,#ffb703
Wilson,94 months in office,11,119,#ee3224
Brown,35 months in office,13,119,#ee3224
Cameron,75 months in office,14,119,#00539f
Macdonald,82 months in office,16,119,#ee3224
Thatcher,139 months in office,19,119,#00539f
Major,78 months in office,22,119,#00539f
Blair,122 months in office,29,119,#ee3224
May,34 months in office,30,119,#00539f
Eden,22 months in office,2,120,#00539f
Baldwin,87 months in office,4,120,#00539f
Callaghan,37 months in office,4,120,#ee3224
Churchill,104 months in office,4,120,#00539f
Chamberlain,36 months in office,5,120,#00539f
Heath,45 months in office,5,120,#00539f
Attlee,76 months in office,7,120,#ee3224
Balfour,41 months in office,7,120,#00539f
Macmillan,82 months in office,7,120,#00539f
Asquith,105 months in office,8,120,#ffb703
Lloyd George,71 months in office,9,120,#ffb703
Wilson,94 months in office,11,120,#ee3224
Brown,35 months in office,13,120,#ee3224
Cameron,75 months in office,14,120,#00539f
Macdonald,82 months in office,16,120,#ee3224
Thatcher,139 months in office,19,120,#00539f
Major,78 months in office,22,120,#00539f
Blair,122 months in office,29,120,#ee3224
May,34 months in office,30,120,#00539f
Eden,22 months in office,2,121,#00539f
Baldwin,87 months in office,4,121,#00539f
Callaghan,37 months in office,4,121,#ee3224
Churchill,104 months in office,4,121,#00539f
Chamberlain,36 months in office,5,121,#00539f
Heath,45 months in office,5,121,#00539f
Attlee,76 months in office,7,121,#ee3224
Balfour,41 months in office,7,121,#00539f
Macmillan,82 months in office,7,121,#00539f
Asquith,105 months in office,8,121,#ffb703
Lloyd George,71 months in office,9,121,#ffb703
Wilson,94 months in office,11,121,#ee3224
Brown,35 months in office,13,121,#ee3224
Cameron,75 months in office,14,121,#00539f
Macdonald,82 months in office,16,121,#ee3224
Thatcher,139 months in office,19,121,#00539f
Major,78 months in office,22,121,#00539f
Blair,122 months in office,29,121,#ee3224
May,34 months in office,30,121,#00539f
Eden,22 months in office,2,122,#00539f
Baldwin,87 months in office,4,122,#00539f
Callaghan,37 months in office,4,122,#ee3224
Churchill,104 months in office,4,122,#00539f
Chamberlain,36 months in office,5,122,#00539f
Heath,45 months in office,5,122,#00539f
Attlee,76 months in office,7,122,#ee3224
Balfour,41 months in office,7,122,#00539f
Macmillan,82 months in office,7,122,#00539f
Asquith,105 months in office,8,122,#ffb703
Lloyd George,71 months in office,9,122,#ffb703
Wilson,94 months in office,11,122,#ee3224
Brown,35 months in office,13,122,#ee3224
Cameron,75 months in office,14,122,#00539f
Macdonald,82 months in office,16,122,#ee3224
Thatcher,139 months in office,19,122,#00539f
Major,78 months in office,22,122,#00539f
Blair,122 months in office,29,122,#ee3224
May,34 months in office,30,122,#00539f
Eden,22 months in office,2,123,#00539f
Baldwin,87 months in office,4,123,#00539f
Callaghan,37 months in office,4,123,#ee3224
Churchill,104 months in office,4,123,#00539f
Chamberlain,36 months in office,5,123,#00539f
Heath,45 months in office,5,123,#00539f
Attlee,76 months in office,7,123,#ee3224
Balfour,41 months in office,7,123,#00539f
Macmillan,82 months in office,7,123,#00539f
Asquith,105 months in office,8,123,#ffb703
Lloyd George,71 months in office,9,123,#ffb703
Wilson,94 months in office,11,123,#ee3224
Brown,35 months in office,13,123,#ee3224
Cameron,75 months in office,14,123,#00539f
Macdonald,82 months in office,16,123,#ee3224
Thatcher,139 months in office,19,123,#00539f
Major,78 months in office,22,123,#00539f
Blair,122 months in office,29,123,#ee3224
May,34 months in office,30,123,#00539f
Eden,22 months in office,2,124,#00539f
Baldwin,87 months in office,4,124,#00539f
Callaghan,37 months in office,4,124,#ee3224
Churchill,104 months in office,4,124,#00539f
Chamberlain,36 months in office,5,124,#00539f
Heath,45 months in office,5,124,#00539f
Attlee,76 months in office,7,124,#ee3224
Balfour,41 months in office,7,124,#00539f
Macmillan,82 months in office,7,124,#00539f
Asquith,105 months in office,8,124,#ffb703
Lloyd George,71 months in office,9,124,#ffb703
Wilson,94 months in office,11,124,#ee3224
Brown,35 months in office,13,124,#ee3224
Cameron,75 months in office,14,124,#00539f
Macdonald,82 months in office,16,124,#ee3224
Thatcher,139 months in office,19,124,#00539f
Major,78 months in office,22,124,#00539f
Blair,122 months in office,29,124,#ee3224
May,34 months in office,30,124,#00539f
Eden,22 months in office,2,125,#00539f
Baldwin,87 months in office,4,125,#00539f
Callaghan,37 months in office,4,125,#ee3224
Churchill,104 months in office,4,125,#00539f
Chamberlain,36 months in office,5,125,#00539f
Heath,45 months in office,5,125,#00539f
Attlee,76 months in office,7,125,#ee3224
Balfour,41 months in office,7,125,#00539f
Macmillan,82 months in office,7,125,#00539f
Asquith,105 months in office,8,125,#ffb703
Lloyd George,71 months in office,9,125,#ffb703
Wilson,94 months in office,11,125,#ee3224
Brown,35 months in office,13,125,#ee3224
Cameron,75 months in office,14,125,#00539f
Macdonald,82 months in office,16,125,#ee3224
Thatcher,139 months in office,19,125,#00539f
Major,78 months in office,22,125,#00539f
Blair,122 months in office,29,125,#ee3224
May,34 months in office,30,125,#00539f
Eden,22 months in office,2,126,#00539f
Baldwin,87 months in office,4,126,#00539f
Callaghan,37 months in office,4,126,#ee3224
Churchill,104 months in office,4,126,#00539f
Chamberlain,36 months in office,5,126,#00539f
Heath,45 months in office,5,126,#00539f
Attlee,76 months in office,7,126,#ee3224
Balfour,41 months in office,7,126,#00539f
Macmillan,82 months in office,7,126,#00539f
Asquith,105 months in office,8,126,#ffb703
Lloyd George,71 months in office,9,126,#ffb703
Wilson,94 months in office,11,126,#ee3224
Brown,35 months in office,13,126,#ee3224
Cameron,75 months in office,14,126,#00539f
Macdonald,82 months in office,16,126,#ee3224
Thatcher,139 months in office,20,126,#00539f
Major,78 months in office,22,126,#00539f
Blair,122 months in office,29,126,#ee3224
May,34 months in office,30,126,#00539f
Eden,22 months in office,2,127,#00539f
Baldwin,87 months in office,4,127,#00539f
Callaghan,37 months in office,4,127,#ee3224
Churchill,104 months in office,4,127,#00539f
Chamberlain,36 months in office,5,127,#00539f
Heath,45 months in office,5,127,#00539f
Attlee,76 months in office,7,127,#ee3224
Balfour,41 months in office,7,127,#00539f
Macmillan,82 months in office,7,127,#00539f
Asquith,105 months in office,8,127,#ffb703
Lloyd George,71 months in office,9,127,#ffb703
Wilson,94 months in office,11,127,#ee3224
Brown,35 months in office,13,127,#ee3224
Cameron,75 months in office,14,127,#00539f
Macdonald,82 months in office,16,127,#ee3224
Thatcher,139 months in office,20,127,#00539f
Major,78 months in office,22,127,#00539f
Blair,122 months in office,29,127,#ee3224
May,34 months in office,30,127,#00539f
Eden,22 months in office,2,128,#00539f
Baldwin,87 months in office,4,128,#00539f
Callaghan,37 months in office,4,128,#ee3224
Churchill,104 months in office,4,128,#00539f
Chamberlain,36 months in office,5,128,#00539f
Heath,45 months in office,5,128,#00539f
Attlee,76 months in office,7,128,#ee3224
Balfour,41 months in office,7,128,#00539f
Macmillan,82 months in office,7,128,#00539f
Asquith,105 months in office,8,128,#ffb703
Lloyd George,71 months in office,9,128,#ffb703
Wilson,94 months in office,11,128,#ee3224
Brown,35 months in office,13,128,#ee3224
Cameron,75 months in office,14,128,#00539f
Macdonald,82 months in office,16,128,#ee3224
Thatcher,139 months in office,20,128,#00539f
Major,78 months in office,22,128,#00539f
Blair,122 months in office,29,128,#ee3224
May,34 months in office,30,128,#00539f
Eden,22 months in office,2,129,#00539f
Baldwin,87 months in office,4,129,#00539f
Callaghan,37 months in office,4,129,#ee3224
Churchill,104 months in office,4,129,#00539f
Chamberlain,36 months in office,5,129,#00539f
Heath,45 months in office,5,129,#00539f
Attlee,76 months in office,7,129,#ee3224
Balfour,41 months in office,7,129,#00539f
Macmillan,82 months in office,7,129,#00539f
Asquith,105 months in office,8,129,#ffb703
Lloyd George,71 months in office,9,129,#ffb703
Wilson,94 months in office,11,129,#ee3224
Brown,35 months in office,13,129,#ee3224
Cameron,75 months in office,14,129,#00539f
Macdonald,82 months in office,16,129,#ee3224
Thatcher,139 months in office,21,129,#00539f
Major,78 months in office,22,129,#00539f
Blair,122 months in office,29,129,#ee3224
May,34 months in office,30,129,#00539f
Eden,22 months in office,2,130,#00539f
Baldwin,87 months in office,4,130,#00539f
Callaghan,37 months in office,4,130,#ee3224
Churchill,104 months in office,4,130,#00539f
Chamberlain,36 months in office,5,130,#00539f
Heath,45 months in office,5,130,#00539f
Attlee,76 months in office,7,130,#ee3224
Balfour,41 months in office,7,130,#00539f
Macmillan,82 months in office,7,130,#00539f
Asquith,105 months in office,8,130,#ffb703
Lloyd George,71 months in office,9,130,#ffb703
Wilson,94 months in office,11,130,#ee3224
Brown,35 months in office,13,130,#ee3224
Cameron,75 months in office,14,130,#00539f
Macdonald,82 months in office,16,130,#ee3224
Thatcher,139 months in office,21,130,#00539f
Major,78 months in office,22,130,#00539f
Blair,122 months in office,29,130,#ee3224
May,34 months in office,30,130,#00539f
Eden,22 months in office,2,131,#00539f
Baldwin,87 months in office,4,131,#00539f
Callaghan,37 months in office,4,131,#ee3224
Churchill,104 months in office,4,131,#00539f
Chamberlain,36 months in office,5,131,#00539f
Heath,45 months in office,5,131,#00539f
Attlee,76 months in office,7,131,#ee3224
Balfour,41 months in office,7,131,#00539f
Macmillan,82 months in office,7,131,#00539f
Asquith,105 months in office,8,131,#ffb703
Lloyd George,71 months in office,9,131,#ffb703
Wilson,94 months in office,11,131,#ee3224
Brown,35 months in office,13,131,#ee3224
Cameron,75 months in office,14,131,#00539f
Macdonald,82 months in office,16,131,#ee3224
Thatcher,139 months in office,21,131,#00539f
Major,78 months in office,22,131,#00539f
Blair,122 months in office,29,131,#ee3224
May,34 months in office,30,131,#00539f
Eden,22 months in office,2,132,#00539f
Baldwin,87 months in office,4,132,#00539f
Callaghan,37 months in office,4,132,#ee3224
Churchill,104 months in office,4,132,#00539f
Chamberlain,36 months in office,5,132,#00539f
Heath,45 months in office,5,132,#00539f
Attlee,76 months in office,7,132,#ee3224
Balfour,41 months in office,7,132,#00539f
Macmillan,82 months in office,7,132,#00539f
Asquith,105 months in office,8,132,#ffb703
Lloyd George,71 months in office,9,132,#ffb703
Wilson,94 months in office,11,132,#ee3224
Brown,35 months in office,13,132,#ee3224
Cameron,75 months in office,14,132,#00539f
Macdonald,82 months in office,16,132,#ee3224
Thatcher,139 months in office,21,132,#00539f
Major,78 months in office,22,132,#00539f
Blair,122 months in office,29,132,#ee3224
May,34 months in office,30,132,#00539f
Eden,22 months in office,2,133,#00539f
Baldwin,87 months in office,4,133,#00539f
Callaghan,37 months in office,4,133,#ee3224
Churchill,104 months in office,4,133,#00539f
Chamberlain,36 months in office,5,133,#00539f
Heath,45 months in office,5,133,#00539f
Attlee,76 months in office,7,133,#ee3224
Balfour,41 months in office,7,133,#00539f
Macmillan,82 months in office,7,133,#00539f
Asquith,105 months in office,8,133,#ffb703
Lloyd George,71 months in office,9,133,#ffb703
Wilson,94 months in office,11,133,#ee3224
Brown,35 months in office,13,133,#ee3224
Cameron,75 months in office,14,133,#00539f
Macdonald,82 months in office,16,133,#ee3224
Major,78 months in office,22,133,#00539f
Thatcher,139 months in office,22,133,#00539f
Blair,122 months in office,29,133,#ee3224
May,34 months in office,30,133,#00539f
Eden,22 months in office,2,134,#00539f
Baldwin,87 months in office,4,134,#00539f
Callaghan,37 months in office,4,134,#ee3224
Churchill,104 months in office,4,134,#00539f
Chamberlain,36 months in office,5,134,#00539f
Heath,45 months in office,5,134,#00539f
Attlee,76 months in office,7,134,#ee3224
Balfour,41 months in office,7,134,#00539f
Macmillan,82 months in office,7,134,#00539f
Asquith,105 months in office,8,134,#ffb703
Lloyd George,71 months in office,9,134,#ffb703
Wilson,94 months in office,11,134,#ee3224
Brown,35 months in office,13,134,#ee3224
Cameron,75 months in office,14,134,#00539f
Macdonald,82 months in office,16,134,#ee3224
Major,78 months in office,22,134,#00539f
Thatcher,139 months in office,22,134,#00539f
Blair,122 months in office,29,134,#ee3224
May,34 months in office,30,134,#00539f
Eden,22 months in office,2,135,#00539f
Baldwin,87 months in office,4,135,#00539f
Callaghan,37 months in office,4,135,#ee3224
Churchill,104 months in office,4,135,#00539f
Chamberlain,36 months in office,5,135,#00539f
Heath,45 months in office,5,135,#00539f
Attlee,76 months in office,7,135,#ee3224
Balfour,41 months in office,7,135,#00539f
Macmillan,82 months in office,7,135,#00539f
Asquith,105 months in office,8,135,#ffb703
Lloyd George,71 months in office,9,135,#ffb703
Wilson,94 months in office,11,135,#ee3224
Brown,35 months in office,13,135,#ee3224
Cameron,75 months in office,14,135,#00539f
Macdonald,82 months in office,16,135,#ee3224
Major,78 months in office,22,135,#00539f
Thatcher,139 months in office,23,135,#00539f
Blair,122 months in office,29,135,#ee3224
May,34 months in office,30,135,#00539f
Eden,22 months in office,2,136,#00539f
Baldwin,87 months in office,4,136,#00539f
Callaghan,37 months in office,4,136,#ee3224
Churchill,104 months in office,4,136,#00539f
Chamberlain,36 months in office,5,136,#00539f
Heath,45 months in office,5,136,#00539f
Attlee,76 months in office,7,136,#ee3224
Balfour,41 months in office,7,136,#00539f
Macmillan,82 months in office,7,136,#00539f
Asquith,105 months in office,8,136,#ffb703
Lloyd George,71 months in office,9,136,#ffb703
Wilson,94 months in office,11,136,#ee3224
Brown,35 months in office,13,136,#ee3224
Cameron,75 months in office,14,136,#00539f
Macdonald,82 months in office,16,136,#ee3224
Major,78 months in office,22,136,#00539f
Thatcher,139 months in office,23,136,#00539f
Blair,122 months in office,29,136,#ee3224
May,34 months in office,30,136,#00539f
Eden,22 months in office,2,137,#00539f
Baldwin,87 months in office,4,137,#00539f
Callaghan,37 months in office,4,137,#ee3224
Churchill,104 months in office,4,137,#00539f
Chamberlain,36 months in office,5,137,#00539f
Heath,45 months in office,5,137,#00539f
Attlee,76 months in office,7,137,#ee3224
Balfour,41 months in office,7,137,#00539f
Macmillan,82 months in office,7,137,#00539f
Asquith,105 months in office,8,137,#ffb703
Lloyd George,71 months in office,9,137,#ffb703
Wilson,94 months in office,11,137,#ee3224
Brown,35 months in office,13,137,#ee3224
Cameron,75 months in office,14,137,#00539f
Macdonald,82 months in office,16,137,#ee3224
Major,78 months in office,22,137,#00539f
Thatcher,139 months in office,23,137,#00539f
Blair,122 months in office,29,137,#ee3224
May,34 months in office,30,137,#00539f
Eden,22 months in office,2,138,#00539f
Baldwin,87 months in office,4,138,#00539f
Callaghan,37 months in office,4,138,#ee3224
Churchill,104 months in office,4,138,#00539f
Chamberlain,36 months in office,5,138,#00539f
Heath,45 months in office,5,138,#00539f
Attlee,76 months in office,7,138,#ee3224
Balfour,41 months in office,7,138,#00539f
Macmillan,82 months in office,7,138,#00539f
Asquith,105 months in office,8,138,#ffb703
Lloyd George,71 months in office,9,138,#ffb703
Wilson,94 months in office,11,138,#ee3224
Brown,35 months in office,13,138,#ee3224
Cameron,75 months in office,14,138,#00539f
Macdonald,82 months in office,16,138,#ee3224
Major,78 months in office,22,138,#00539f
Thatcher,139 months in office,25,138,#00539f
Blair,122 months in office,29,138,#ee3224
May,34 months in office,30,138,#00539f
Eden,22 months in office,2,139,#00539f
Baldwin,87 months in office,4,139,#00539f
Callaghan,37 months in office,4,139,#ee3224
Churchill,104 months in office,4,139,#00539f
Chamberlain,36 months in office,5,139,#00539f
Heath,45 months in office,5,139,#00539f
Attlee,76 months in office,7,139,#ee3224
Balfour,41 months in office,7,139,#00539f
Macmillan,82 months in office,7,139,#00539f
Asquith,105 months in office,8,139,#ffb703
Lloyd George,71 months in office,9,139,#ffb703
Wilson,94 months in office,11,139,#ee3224
Brown,35 months in office,13,139,#ee3224
Cameron,75 months in office,14,139,#00539f
Macdonald,82 months in office,16,139,#ee3224
Major,78 months in office,22,139,#00539f
Thatcher,139 months in office,25,139,#00539f
Blair,122 months in office,29,139,#ee3224
May,34 months in office,30,139,#00539f
Eden,22 months in office,2,140,#00539f
Baldwin,87 months in office,4,140,#00539f
Callaghan,37 months in office,4,140,#ee3224
Churchill,104 months in office,4,140,#00539f
Chamberlain,36 months in office,5,140,#00539f
Heath,45 months in office,5,140,#00539f
Attlee,76 months in office,7,140,#ee3224
Balfour,41 months in office,7,140,#00539f
Macmillan,82 months in office,7,140,#00539f
Asquith,105 months in office,8,140,#ffb703
Lloyd George,71 months in office,9,140,#ffb703
Wilson,94 months in office,11,140,#ee3224
Brown,35 months in office,13,140,#ee3224
Cameron,75 months in office,14,140,#00539f
Macdonald,82 months in office,16,140,#ee3224
Major,78 months in office,22,140,#00539f
Thatcher,139 months in office,25,140,#00539f
Blair,122 months in office,29,140,#ee3224
May,34 months in office,30,140,#00539f
